country_iso3,country_name,year,indicator_code,indicator_name,value
FRA,"France",2017,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",535298000000
FRA,"France",2016,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",501179000000
FRA,"France",2015,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",506264000000
GBR,"United Kingdom",2024,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",524286000000
GBR,"United Kingdom",2023,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",525016000000
GBR,"United Kingdom",2022,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",546151000000
GBR,"United Kingdom",2021,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",472147000000
GBR,"United Kingdom",2020,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",399529000000
GBR,"United Kingdom",2019,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",460026000000
GBR,"United Kingdom",2018,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",486439000000
GBR,"United Kingdom",2017,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",440997000000
GBR,"United Kingdom",2016,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",410856000000
GBR,"United Kingdom",2015,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",465850000000
IDN,"Indonesia",2024,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",264706000000
IDN,"Indonesia",2023,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",258857000000
IDN,"Indonesia",2022,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",291979000000
IDN,"Indonesia",2021,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",231506000000
IDN,"Indonesia",2020,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",163306000000
IDN,"Indonesia",2019,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",167683000000
IDN,"Indonesia",2018,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",180124000000
IDN,"Indonesia",2017,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",168811000000
IDN,"Indonesia",2016,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",144490000000
IDN,"Indonesia",2015,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",150366000000
IND,"India",2024,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",442886000000
IND,"India",2023,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",431559000000
IND,"India",2022,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",453415000000
IND,"India",2021,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",395426000000
IND,"India",2020,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",276410000000
IND,"India",2019,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",324340000000
IND,"India",2018,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",324778000000
IND,"India",2017,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",299241000000
IND,"India",2016,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",264542000000
IND,"India",2015,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",267951000000
ITA,"Italy",2024,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",673478000000
ITA,"Italy",2023,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",676724000000
ITA,"Italy",2022,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",658557000000
ITA,"Italy",2021,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",615635000000
ITA,"Italy",2020,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",499792000000
ITA,"Italy",2019,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",537718000000
ITA,"Italy",2018,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",549526000000
ITA,"Italy",2017,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",507418000000
ITA,"Italy",2016,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",461737000000
ITA,"Italy",2015,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",456990000000
JPN,"Japan",2024,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",707009000000
JPN,"Japan",2023,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",717256000000
JPN,"Japan",2022,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",746824000000
JPN,"Japan",2021,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",756032000000
JPN,"Japan",2020,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",641319000000
JPN,"Japan",2019,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",705564000000
JPN,"Japan",2018,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",738143000000
JPN,"Japan",2017,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",698329000000
JPN,"Japan",2016,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",645052000000
JPN,"Japan",2015,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",624921000000
KOR,"Korea, Rep.",2024,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",683609000000
KOR,"Korea, Rep.",2023,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",632226000000
KOR,"Korea, Rep.",2022,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",683585000000
KOR,"Korea, Rep.",2021,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",644400000000
KOR,"Korea, Rep.",2020,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",512498000000
KOR,"Korea, Rep.",2019,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",542233000000
KOR,"Korea, Rep.",2018,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",604860000000
KOR,"Korea, Rep.",2017,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",573694000000
KOR,"Korea, Rep.",2016,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",495426000000
KOR,"Korea, Rep.",2015,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",526757000000
MEX,"Mexico",2024,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",617677000000
MEX,"Mexico",2023,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",593001000000
MEX,"Mexico",2022,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",577697000000
MEX,"Mexico",2021,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",494949000000
MEX,"Mexico",2020,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",417171000000
MEX,"Mexico",2019,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",460604000000
MEX,"Mexico",2018,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",450713000000
MEX,"Mexico",2017,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",409433000000
MEX,"Mexico",2016,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",373948000000
MEX,"Mexico",2015,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",380550000000
MYS,"Malaysia",2024,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",330761000000
MYS,"Malaysia",2023,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",312965000000
MYS,"Malaysia",2022,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",352094000000
MYS,"Malaysia",2021,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",299425000000
MYS,"Malaysia",2020,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",234766000000
MYS,"Malaysia",2019,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",238195000000
MYS,"Malaysia",2018,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",247455000000
MYS,"Malaysia",2017,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",218130000000
MYS,"Malaysia",2016,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",189743000000
MYS,"Malaysia",2015,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",199952000000
NLD,"Netherlands",2024,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",920540000000
NLD,"Netherlands",2023,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",935047000000
NLD,"Netherlands",2022,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",963492000000
NLD,"Netherlands",2021,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",840032000000
NLD,"Netherlands",2020,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",674602000000
NLD,"Netherlands",2019,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",708596000000
NLD,"Netherlands",2018,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",726697000000
NLD,"Netherlands",2017,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",652065000000
NLD,"Netherlands",2016,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",570606000000
NLD,"Netherlands",2015,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",570442000000
SGP,"Singapore",2024,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",505658000000
SGP,"Singapore",2023,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",476252000000
SGP,"Singapore",2022,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",515802000000
SGP,"Singapore",2021,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",457357000000
SGP,"Singapore",2020,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",362534000000
SGP,"Singapore",2019,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",390763000000
SGP,"Singapore",2018,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",412955000000
SGP,"Singapore",2017,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",373446000000
SGP,"Singapore",2016,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",330481000000
SGP,"Singapore",2015,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",351587000000
THA,"Thailand",2024,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",300740000000
THA,"Thailand",2023,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",285074000000
THA,"Thailand",2022,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",287425000000
THA,"Thailand",2021,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",272006000000
THA,"Thailand",2020,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",231634000000
THA,"Thailand",2019,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",246269000000
THA,"Thailand",2018,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",252957000000
THA,"Thailand",2017,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",236635000000
THA,"Thailand",2016,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",215388000000
THA,"Thailand",2015,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",214310000000
USA,"United States",2024,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",2061691000000
USA,"United States",2023,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",2018059000000
USA,"United States",2022,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",2065157000000
USA,"United States",2021,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",1754300000000
USA,"United States",2020,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",1424935000000
USA,"United States",2019,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",1643161000000
USA,"United States",2018,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",1663982000000
USA,"United States",2017,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",1546273000000
USA,"United States",2016,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",1451011000000
USA,"United States",2015,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",1502572000000
VNM,"Viet Nam",2024,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",404824000000
VNM,"Viet Nam",2023,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",353782000000
VNM,"Viet Nam",2022,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",371288000000
VNM,"Viet Nam",2021,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",335978000000
VNM,"Viet Nam",2020,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",282629000000
VNM,"Viet Nam",2019,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",264268000000
VNM,"Viet Nam",2018,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",243699000000
VNM,"Viet Nam",2017,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",215014000000
VNM,"Viet Nam",2016,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",176581000000
VNM,"Viet Nam",2015,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",162065000000
ZAF,"South Africa",2024,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",110076000000
ZAF,"South Africa",2023,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",110855000000
ZAF,"South Africa",2022,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",122901000000
ZAF,"South Africa",2021,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",123572000000
ZAF,"South Africa",2020,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",85834000000
ZAF,"South Africa",2019,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",90016000000
ZAF,"South Africa",2018,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",93970000000
ZAF,"South Africa",2017,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",88947000000
ZAF,"South Africa",2016,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",76214000000
ZAF,"South Africa",2015,TX.VAL.MRCH.CD.WT,"Merchandise exports (current US$)",81002000000
AUS,"Australia",2024,NE.TRD.GNFS.ZS,"Trade (% of GDP)",47.1453811065195
AUS,"Australia",2023,NE.TRD.GNFS.ZS,"Trade (% of GDP)",49.044339318428
AUS,"Australia",2022,NE.TRD.GNFS.ZS,"Trade (% of GDP)",45.6946418805752
AUS,"Australia",2021,NE.TRD.GNFS.ZS,"Trade (% of GDP)",40.2022359390595
AUS,"Australia",2020,NE.TRD.GNFS.ZS,"Trade (% of GDP)",44.499564103879
AUS,"Australia",2019,NE.TRD.GNFS.ZS,"Trade (% of GDP)",46.0016827052171
AUS,"Australia",2018,NE.TRD.GNFS.ZS,"Trade (% of GDP)",43.5732253645218
AUS,"Australia",2017,NE.TRD.GNFS.ZS,"Trade (% of GDP)",42.0354135251854
AUS,"Australia",2016,NE.TRD.GNFS.ZS,"Trade (% of GDP)",40.813402217321
AUS,"Australia",2015,NE.TRD.GNFS.ZS,"Trade (% of GDP)",41.4947506939901
BRA,"Brazil",2024,NE.TRD.GNFS.ZS,"Trade (% of GDP)",35.5845239386244
BRA,"Brazil",2023,NE.TRD.GNFS.ZS,"Trade (% of GDP)",33.6662298301438
BRA,"Brazil",2022,NE.TRD.GNFS.ZS,"Trade (% of GDP)",38.8160659763397
BRA,"Brazil",2021,NE.TRD.GNFS.ZS,"Trade (% of GDP)",37.6563307598082
BRA,"Brazil",2020,NE.TRD.GNFS.ZS,"Trade (% of GDP)",32.3020785437939
BRA,"Brazil",2019,NE.TRD.GNFS.ZS,"Trade (% of GDP)",28.8902578698964
BRA,"Brazil",2018,NE.TRD.GNFS.ZS,"Trade (% of GDP)",28.8762033763866
BRA,"Brazil",2017,NE.TRD.GNFS.ZS,"Trade (% of GDP)",24.3197343743057
BRA,"Brazil",2016,NE.TRD.GNFS.ZS,"Trade (% of GDP)",24.5336820777006
BRA,"Brazil",2015,NE.TRD.GNFS.ZS,"Trade (% of GDP)",26.95362593736
CAN,"Canada",2024,NE.TRD.GNFS.ZS,"Trade (% of GDP)",65.1214987304374
CAN,"Canada",2023,NE.TRD.GNFS.ZS,"Trade (% of GDP)",66.5745425015033
CAN,"Canada",2022,NE.TRD.GNFS.ZS,"Trade (% of GDP)",66.9531620692051
CAN,"Canada",2021,NE.TRD.GNFS.ZS,"Trade (% of GDP)",62.2468612630348
CAN,"Canada",2020,NE.TRD.GNFS.ZS,"Trade (% of GDP)",61.1566883386797
CAN,"Canada",2019,NE.TRD.GNFS.ZS,"Trade (% of GDP)",66.1713422730605
CAN,"Canada",2018,NE.TRD.GNFS.ZS,"Trade (% of GDP)",66.59982627163
CAN,"Canada",2017,NE.TRD.GNFS.ZS,"Trade (% of GDP)",65.1009087910845
CAN,"Canada",2016,NE.TRD.GNFS.ZS,"Trade (% of GDP)",65.3636199818813
CAN,"Canada",2015,NE.TRD.GNFS.ZS,"Trade (% of GDP)",66.1648355844224
CHN,"China",2024,NE.TRD.GNFS.ZS,"Trade (% of GDP)",37.9560601372544
CHN,"China",2023,NE.TRD.GNFS.ZS,"Trade (% of GDP)",36.7391496938394
CHN,"China",2022,NE.TRD.GNFS.ZS,"Trade (% of GDP)",37.512555678171
CHN,"China",2021,NE.TRD.GNFS.ZS,"Trade (% of GDP)",36.6428789643754
CHN,"China",2020,NE.TRD.GNFS.ZS,"Trade (% of GDP)",34.337778473884
CHN,"China",2019,NE.TRD.GNFS.ZS,"Trade (% of GDP)",35.4544350281407
CHN,"China",2018,NE.TRD.GNFS.ZS,"Trade (% of GDP)",36.8943843914718
CHN,"China",2017,NE.TRD.GNFS.ZS,"Trade (% of GDP)",36.95085261586
CHN,"China",2016,NE.TRD.GNFS.ZS,"Trade (% of GDP)",36.177170692978
CHN,"China",2015,NE.TRD.GNFS.ZS,"Trade (% of GDP)",38.6971848362625
DEU,"Germany",2024,NE.TRD.GNFS.ZS,"Trade (% of GDP)",79.0907305894936
DEU,"Germany",2023,NE.TRD.GNFS.ZS,"Trade (% of GDP)",81.9625483787634
DEU,"Germany",2022,NE.TRD.GNFS.ZS,"Trade (% of GDP)",88.7857542130501
DEU,"Germany",2021,NE.TRD.GNFS.ZS,"Trade (% of GDP)",79.9195348609851
DEU,"Germany",2020,NE.TRD.GNFS.ZS,"Trade (% of GDP)",72.9335327120137
DEU,"Germany",2019,NE.TRD.GNFS.ZS,"Trade (% of GDP)",79.0732427175683
DEU,"Germany",2018,NE.TRD.GNFS.ZS,"Trade (% of GDP)",79.1252260463654
DEU,"Germany",2017,NE.TRD.GNFS.ZS,"Trade (% of GDP)",77.4548394742448
DEU,"Germany",2016,NE.TRD.GNFS.ZS,"Trade (% of GDP)",76.0059902166055
DEU,"Germany",2015,NE.TRD.GNFS.ZS,"Trade (% of GDP)",77.7565815686922
FRA,"France",2024,NE.TRD.GNFS.ZS,"Trade (% of GDP)",68.1081875443744
FRA,"France",2023,NE.TRD.GNFS.ZS,"Trade (% of GDP)",70.6261450610225
FRA,"France",2022,NE.TRD.GNFS.ZS,"Trade (% of GDP)",75.9630077981996
FRA,"France",2021,NE.TRD.GNFS.ZS,"Trade (% of GDP)",63.788482630872
FRA,"France",2020,NE.TRD.GNFS.ZS,"Trade (% of GDP)",58.8388907240647
FRA,"France",2019,NE.TRD.GNFS.ZS,"Trade (% of GDP)",66.4289607281749
FRA,"France",2018,NE.TRD.GNFS.ZS,"Trade (% of GDP)",66.8022607812266
FRA,"France",2017,NE.TRD.GNFS.ZS,"Trade (% of GDP)",65.3958481559711
FRA,"France",2016,NE.TRD.GNFS.ZS,"Trade (% of GDP)",63.3427564383351
FRA,"France",2015,NE.TRD.GNFS.ZS,"Trade (% of GDP)",63.5046871956484
GBR,"United Kingdom",2024,NE.TRD.GNFS.ZS,"Trade (% of GDP)",62.839052044584
GBR,"United Kingdom",2023,NE.TRD.GNFS.ZS,"Trade (% of GDP)",64.9923841747803
GBR,"United Kingdom",2022,NE.TRD.GNFS.ZS,"Trade (% of GDP)",69.1989264413981
GBR,"United Kingdom",2021,NE.TRD.GNFS.ZS,"Trade (% of GDP)",58.53838629291
GBR,"United Kingdom",2020,NE.TRD.GNFS.ZS,"Trade (% of GDP)",59.1598893030611
GBR,"United Kingdom",2019,NE.TRD.GNFS.ZS,"Trade (% of GDP)",65.0035664177054
GBR,"United Kingdom",2018,NE.TRD.GNFS.ZS,"Trade (% of GDP)",64.9097721959201
GBR,"United Kingdom",2017,NE.TRD.GNFS.ZS,"Trade (% of GDP)",63.1899245764158
GBR,"United Kingdom",2016,NE.TRD.GNFS.ZS,"Trade (% of GDP)",59.8395315138259
GBR,"United Kingdom",2015,NE.TRD.GNFS.ZS,"Trade (% of GDP)",57.125044605439
IDN,"Indonesia",2024,NE.TRD.GNFS.ZS,"Trade (% of GDP)",42.809937870822
IDN,"Indonesia",2023,NE.TRD.GNFS.ZS,"Trade (% of GDP)",41.4604765447233
IDN,"Indonesia",2022,NE.TRD.GNFS.ZS,"Trade (% of GDP)",45.4646701959453
IDN,"Indonesia",2021,NE.TRD.GNFS.ZS,"Trade (% of GDP)",40.2047582749671
IDN,"Indonesia",2020,NE.TRD.GNFS.ZS,"Trade (% of GDP)",32.9721754002427
IDN,"Indonesia",2019,NE.TRD.GNFS.ZS,"Trade (% of GDP)",37.6277775357108
IDN,"Indonesia",2018,NE.TRD.GNFS.ZS,"Trade (% of GDP)",43.0743089552002
IDN,"Indonesia",2017,NE.TRD.GNFS.ZS,"Trade (% of GDP)",39.3554970704606
IDN,"Indonesia",2016,NE.TRD.GNFS.ZS,"Trade (% of GDP)",37.4213418023318
IDN,"Indonesia",2015,NE.TRD.GNFS.ZS,"Trade (% of GDP)",41.9376402415294
IND,"India",2024,NE.TRD.GNFS.ZS,"Trade (% of GDP)",45.9166907678748
IND,"India",2023,NE.TRD.GNFS.ZS,"Trade (% of GDP)",46.3229520582338
IND,"India",2022,NE.TRD.GNFS.ZS,"Trade (% of GDP)",50.6979382758042
IND,"India",2021,NE.TRD.GNFS.ZS,"Trade (% of GDP)",45.4230887840446
IND,"India",2020,NE.TRD.GNFS.ZS,"Trade (% of GDP)",37.7581053292768
IND,"India",2019,NE.TRD.GNFS.ZS,"Trade (% of GDP)",39.9054035306442
IND,"India",2018,NE.TRD.GNFS.ZS,"Trade (% of GDP)",43.6169693323889
IND,"India",2017,NE.TRD.GNFS.ZS,"Trade (% of GDP)",40.7424969545225
IND,"India",2016,NE.TRD.GNFS.ZS,"Trade (% of GDP)",40.082485713276
IND,"India",2015,NE.TRD.GNFS.ZS,"Trade (% of GDP)",41.9229138658647
ITA,"Italy",2024,NE.TRD.GNFS.ZS,"Trade (% of GDP)",62.5926144915658
ITA,"Italy",2023,NE.TRD.GNFS.ZS,"Trade (% of GDP)",65.1028419441908
ITA,"Italy",2022,NE.TRD.GNFS.ZS,"Trade (% of GDP)",72.0165023032697
ITA,"Italy",2021,NE.TRD.GNFS.ZS,"Trade (% of GDP)",60.3019776202798
ITA,"Italy",2020,NE.TRD.GNFS.ZS,"Trade (% of GDP)",53.9394839042764
ITA,"Italy",2019,NE.TRD.GNFS.ZS,"Trade (% of GDP)",58.6941902594738
ITA,"Italy",2018,NE.TRD.GNFS.ZS,"Trade (% of GDP)",59.2749835128154
ITA,"Italy",2017,NE.TRD.GNFS.ZS,"Trade (% of GDP)",57.5829940274911
ITA,"Italy",2016,NE.TRD.GNFS.ZS,"Trade (% of GDP)",54.4321467018313
ITA,"Italy",2015,NE.TRD.GNFS.ZS,"Trade (% of GDP)",55.4356858148221
JPN,"Japan",2024,NE.TRD.GNFS.ZS,"Trade (% of GDP)",44.8529388577573
JPN,"Japan",2023,NE.TRD.GNFS.ZS,"Trade (% of GDP)",43.5950833802735
JPN,"Japan",2022,NE.TRD.GNFS.ZS,"Trade (% of GDP)",44.86063102004
JPN,"Japan",2021,NE.TRD.GNFS.ZS,"Trade (% of GDP)",35.4253927340539
JPN,"Japan",2020,NE.TRD.GNFS.ZS,"Trade (% of GDP)",30.5192226892273
JPN,"Japan",2019,NE.TRD.GNFS.ZS,"Trade (% of GDP)",34.3582972799989
JPN,"Japan",2018,NE.TRD.GNFS.ZS,"Trade (% of GDP)",35.8035749582494
JPN,"Japan",2017,NE.TRD.GNFS.ZS,"Trade (% of GDP)",33.6888336792782
JPN,"Japan",2016,NE.TRD.GNFS.ZS,"Trade (% of GDP)",30.6562793068554
JPN,"Japan",2015,NE.TRD.GNFS.ZS,"Trade (% of GDP)",34.7276305886293
KOR,"Korea, Rep.",2024,NE.TRD.GNFS.ZS,"Trade (% of GDP)",84.6424951192038
KOR,"Korea, Rep.",2023,NE.TRD.GNFS.ZS,"Trade (% of GDP)",82.2580090716629
KOR,"Korea, Rep.",2022,NE.TRD.GNFS.ZS,"Trade (% of GDP)",90.5851475278549
KOR,"Korea, Rep.",2021,NE.TRD.GNFS.ZS,"Trade (% of GDP)",75.3063047610912
KOR,"Korea, Rep.",2020,NE.TRD.GNFS.ZS,"Trade (% of GDP)",65.544957860621
KOR,"Korea, Rep.",2019,NE.TRD.GNFS.ZS,"Trade (% of GDP)",71.4470632403511
KOR,"Korea, Rep.",2018,NE.TRD.GNFS.ZS,"Trade (% of GDP)",74.7075162140824
KOR,"Korea, Rep.",2017,NE.TRD.GNFS.ZS,"Trade (% of GDP)",73.1921408264016
KOR,"Korea, Rep.",2016,NE.TRD.GNFS.ZS,"Trade (% of GDP)",69.8997221316919
KOR,"Korea, Rep.",2015,NE.TRD.GNFS.ZS,"Trade (% of GDP)",75.3881774564907
MEX,"Mexico",2024,NE.TRD.GNFS.ZS,"Trade (% of GDP)",75.4259015415068
MEX,"Mexico",2023,NE.TRD.GNFS.ZS,"Trade (% of GDP)",73.7390758255664
MEX,"Mexico",2022,NE.TRD.GNFS.ZS,"Trade (% of GDP)",88.7984855897261
MEX,"Mexico",2021,NE.TRD.GNFS.ZS,"Trade (% of GDP)",83.0692976264524
MEX,"Mexico",2020,NE.TRD.GNFS.ZS,"Trade (% of GDP)",76.8545557151738
MEX,"Mexico",2019,NE.TRD.GNFS.ZS,"Trade (% of GDP)",77.4619722509459
MEX,"Mexico",2018,NE.TRD.GNFS.ZS,"Trade (% of GDP)",80.212661650262
MEX,"Mexico",2017,NE.TRD.GNFS.ZS,"Trade (% of GDP)",76.95212604414
MEX,"Mexico",2016,NE.TRD.GNFS.ZS,"Trade (% of GDP)",75.6903034088551
MEX,"Mexico",2015,NE.TRD.GNFS.ZS,"Trade (% of GDP)",70.4129746799259
MYS,"Malaysia",2024,NE.TRD.GNFS.ZS,"Trade (% of GDP)",137.362571161559
MYS,"Malaysia",2023,NE.TRD.GNFS.ZS,"Trade (% of GDP)",132.593461641599
MYS,"Malaysia",2022,NE.TRD.GNFS.ZS,"Trade (% of GDP)",146.424604753908
MYS,"Malaysia",2021,NE.TRD.GNFS.ZS,"Trade (% of GDP)",134.035994690727
MYS,"Malaysia",2020,NE.TRD.GNFS.ZS,"Trade (% of GDP)",116.788182437638
MYS,"Malaysia",2019,NE.TRD.GNFS.ZS,"Trade (% of GDP)",123.028562027943
MYS,"Malaysia",2018,NE.TRD.GNFS.ZS,"Trade (% of GDP)",130.402625502126
MYS,"Malaysia",2017,NE.TRD.GNFS.ZS,"Trade (% of GDP)",133.155173371956
MYS,"Malaysia",2016,NE.TRD.GNFS.ZS,"Trade (% of GDP)",126.8990100257
MYS,"Malaysia",2015,NE.TRD.GNFS.ZS,"Trade (% of GDP)",131.37007244526
